Keyword,Results,Free,Paid,Avg-Rating,Avg-Reviews,Top-3
videos,420,204,216,4.7,106.0,Promo.com ‑ Promo Video Maker|Minta Automated Social Videos|Vimeo Create ‑ Video Maker
video gallery,141,79,62,4.82,236.0,POWR YouTube Video Gallery|YouTube + Vimeo Videos Gallery|Image Gallery + Video ‑ EA
viralstyle,0,1,0,2.9,58.0,Viralstyle Fulfillment
vitals,65,30,35,4.86,442.0,"VITALS | 40+ Apps in One|Core Web Vitals Dashboard|ONE+ Sales Pop Ups, SMS, Email"
vital,65,30,35,4.86,442.0,"VITALS | 40+ Apps in One|Core Web Vitals Dashboard|ONE+ Sales Pop Ups, SMS, Email"
volume discount,244,125,119,4.64,307.0,Volume & Discounted Pricing|Bundle Bear ‑ Volume Discount|VolumeBoost ‑ Volume Discount
volume,212,109,103,4.58,326.0,Volume & Discounted Pricing|Bundle Bear ‑ Volume Discount|VolumeBoost ‑ Volume Discount
voucher,27,15,12,4.25,74.0,Wave Vouchers (w/ QR Code)|Auto Discount: Welcome Voucher|Kable Digital Products
walmart,68,33,35,4.48,423.0,"Walmart Integration|Amazon, eBay, Google & Walmart|AmaZone DropShipper + Walmart"
wanelo,0,1,1,4.0,104.0,Wanelo|Admin+
warehouse,276,156,120,4.34,102.0,Wiio Dropshipping|Picqer|SFC China Order Fulfillment
warranty,46,28,18,4.31,177.0,G1 Shipping Warranty Manager|CPS Extended Warranty Upsell|Mulberry ‑ Extended Warranty
watermark,35,30,5,4.59,390.0,Easy Watermarks|Bulk Image Edit ‑ Image SEO|SEO Image Optimizer+Page Speed
watch,256,133,123,4.72,680.0,Popcorn Replay Customer Visits|JetPrint: All Print On Demand|Lit Live View & Recordings
wave,95,45,50,4.37,39.0,Air Waves: Print On Demand|Wave Vouchers (w/ QR Code)|Sync to Wave
webkul,42,3,39,3.69,39.0,Booking App by Webkul|Wallet Management by Webkul|Multi Vendor Marketplace
website speed,165,72,93,4.34,177.0,SW‑Page Speed Image Optimizer|Dynamic Currency Converter |Hyperspeed ‑ Advanced Speed
weglot,0,8,12,4.75,377.0,Translate Your Store ‑ Weglot|Translate Your Store ‑ Helium|Translate & Currency Converter
whatsapp,128,82,46,4.77,232.0,"Whatsapp Chat + Abandoned Cart|WhatsApp Chat + Abandoned Cart|WhatsApp Chat, Telegram & MORE"
whatshelp,0,4,1,4.83,85.0,"WhatsApp Chat, Messenger +More|WhatsApp Chat Button & More|WhatsApp Chat Customer Support"
wheelio,27,16,11,4.7,533.0,Original Wheelio spin pop‑ups|Spin Wheel Pop ups Email Popup|PushOwl Web Push Notification
wheel,48,24,24,4.75,1873.0,Discount Spin Wheel Exit Popup|Spin Wheel Pop ups Email Popup|Email Pop up Spin Wheel Popups
wholesale,200,84,116,4.43,204.0,Wholesale Club|Wholesale Gorilla|Wholesale ‑ All in one
wholesale2b,0,0,2,3.9,89.0,Wholesale2b Dropshipping|AAA Membership + Wholesale B2B
wholesale pricing,263,104,159,4.47,197.0,Wholesale Club|Wholesale ‑ All in one|Abound ‑ Wholesale Marketplace
wholesale hero,92,47,45,4.62,268.0,MagicPass Wholesale|Wishlist Hero|Abandoned Cart Recovery Hero
wholesale club,50,23,27,4.45,158.0,Wholesale Club|Wholesale Pricing Discount|EasyLockdown ‑ Wholesale Locks
widget,550,293,257,4.58,513.0,Widgetic (Before and After)|Rating‑Widget: 5‑Star Reviews|Widgetic (Audio Players)
wishlist,79,32,47,4.4,204.0,"Loyalty, Wishlist, Reviews UGC|Wishlist Plus|Wishlist ‑ Wishify  "
wish,272,120,152,4.64,577.0,Wish Marketplace Integration|Advanced Wishlist|Wish Happy Birthday Email
wish list,161,70,91,4.34,194.0,"Loyalty, Wishlist, Reviews UGC|Wishlist Plus|Wishlist ‑ Wishify  "
wix,54,35,19,4.33,188.0,LitExtension Wix Import|Wix Migration App|EZ Importer ‑ Order Importer
woocommerce,57,30,27,4.13,85.0,WooCommerce Store Migration|Ablestar WooCommerce Importer|WooCommerce Import
woohoo,0,5,2,4.76,1127.0,Spin Wheel Pop ups Email Popup|Email Pop up Spin Wheel Popups|Hype ‑ Social Proof Urgency
wordpress,53,24,29,4.32,202.0,Simple WordPress Post Feed|DropInBlog ‑ SEO Friendly Blog|Matrixify (Excelify)
xero,59,32,27,4.27,56.0,QuickBooks or Xero Sync|QuickBooks|Xero sync ‑ Synder|Parex Bridge for Xero
xml,56,26,30,4.77,164.0,Editable XML Feed|Skroutz XML Feed|Sitemap & NoIndex Manager
xporter,0,5,5,4.98,80.0,Xporter Data Export Tool|BeProfit Profit Calc & Reports|Posterly
yoast,0,8,1,4.79,502.0,SEO Suite: Image Optimizer|Plug in SEO Optimizer|SEO Products Optimizer
yopto,0,3,0,4.75,2581.0,Yotpo Product Reviews & Photos|Yotpo Loyalty & Rewards|Feed product ‑ Facebook Google
yotpo,119,64,55,4.85,1403.0,Yotpo Product Reviews & Photos|Yotpo Loyalty & Rewards|SMSBump SMS Marketing
youtube,142,63,79,4.76,608.0,YouTube + Vimeo Videos Gallery|Yottie ‑ YouTube Video App|POWR YouTube Video Gallery
zapiet,0,8,12,4.5,338.0,Store Pickup + Delivery|Delivery Rates by Distance|Delivery Rates by Zip Code
zendesk,43,21,22,4.59,363.0,Zendesk|Sidr Zendesk Macros|Customer Service & Ticket Desk
zero up,198,115,83,4.77,1549.0,"Pop Up, Email & Exit Pop Ups|Wishlist Hero|Popup | Email Pop Up & Sign Up"
zipify,67,40,27,4.79,336.0,One Click Upsell ‑ Zipify OCU|Zipify Pages Builder & Editor|Low Stock ‑ Back in Stock Pro
zoho,0,8,8,4.48,103.0,Zoho Survey|SmartrMail Email Marketing|Skylio ‑ CRM Connector
zonify,81,42,39,4.71,131.0,Zonify ‑ Amazon Dropshipping|Ryviu Product Reviews App & QA|Editorify ‑ Product Reviews
zoom,84,32,52,4.44,110.0,Product Image Gallery & Zoom|Cool Image Magnifier • Zoom|Magic Zoom Plus
zotabox,0,4,3,4.47,368.0,Contact Us Form Builder|20+ Promotional Sales Tools|Spin Wheel Pop ups Email Popup
